 21 1 0
 1 21 0
 3.42095 20.4454 0.0571833
 3.74404 19.9823 0.607004
 4.33012 20.0603 -0.0863669
 1.35393 20.8437 0.128894
 5.10423 19.8176 0.131031
 4.64441 19.3647 0.0155018
 4.29308 19.5335 0.638901
 4.90423 19.6386 -0.028822
 4.39233 19.7669 0.699091
 4.41745 19.2227 0.109082
 2.01665 20.7312 0.52996
 5.05313 19.7757 0.868347
 4.31563 20.0105 -0.322616
 4.90712 19.9561 1.00816
 5.18095 20.0381 0.0911155
 2.61638 20.1511 -0.481168
 4.60986 19.1018 -0.675613
 4.2774 20.6923 0.00123104
 5.05803 20.5188 0.0135486
 4.79544 19.1101 0.518637
 3.01624 20.3023 -0.107415
 5.01071 19.5966 -0.125049
 2.45717 20.6801 0.0868315
 4.85813 20.1438 0.701203
 1.92134 20.8092 0.225283
 5.14542 20.1578 0.294673
 2.64738 20.2278 -0.107745
 4.7674 19.3023 -0.154066
 3.72138 19.9798 0.0725203
 4.79059 19.672 0.055885
 3.77587 19.6684 0.0163691
 4.56578 19.226 0.3926
 4.84284 19.0052 -0.907233
 3.68192 19.8451 0.140229
 4.33031 19.5986 0.712277
 2.8011 20.5278 0.606059
 5.07075 19.9313 0.652822
 2.3744 20.6058 0.234844
 4.53188 19.984 0.267448
 4.37257 20.1033 0.354157
 2.38659 20.5522 1.15206
 4.91715 19.7496 1.15757
 4.78378 19.7768 -0.165351
 2.71 20.0368 0.0557693
 4.34632 19.1077 0.24896
 4.13141 19.0327 0.206319
 4.1499 19.2755 -0.166676
 5.07479 19.9626 0.15624
 4.88682 19.215 -0.161541
 4.11793 20.2438 0.26267
 4.68013 20.0817 0.334108
 2.86502 20.1471 -0.571684
 4.84683 19.1988 -0.82276
 4.85114 19.6716 -0.0911658
 4.7935 19.4108 0.568843
 4.92555 19.088 0.0259016
 3.53977 19.8594 0.0489741
 4.62555 19.5325 0.0286108
 4.31323 20.0061 -0.197618
 4.5588 19.2508 -0.096485
 4.70387 19.5806 0.492267
 4.54237 19.5809 -0.256288
 3.84742 20.1402 -0.629893
 4.4247 19.936 -0.841014
 5.04756 19.4714 0.703187
 4.01928 20.16 0.545786
 4.78677 19.9344 0.800764
 4.54047 19.3494 -0.418734
 3.52245 19.7669 -1.53713
 2.06144 20.4838 -0.295978
 3.97135 19.3796 -0.384198
 4.36526 19.3824 -0.961276
 4.05941 20.0885 -0.316546
 4.01438 19.758 -0.947594
 4.21114 19.0934 -1.21399
